English,Marathi
I had a cat.,माझ्याकडे एक मांजर होती.
I have time.,माझ्याकडे वेळ आहे.
I have wine.,माझ्याकडे वाईन आहे.
I knew that.,ते मला माहीत होतं.
I know this.,मला हे माहीत आहे.
I left home.,मी घर सोडून गेलो.
I left home.,मी घर सोडून गेले.
I left home.,मी घरातून निघालो.
I left home.,मी घरातून निघाले.
I like beer.,मला बीअर आवडते.
I like both.,मला दोन्ही आवडतात.
I like cake.,मला केक आवडतो.
I like cats.,मला मांजरी आवडतात.
I like fish.,मला मासे आवडतात.
I like math.,मला गणित आवडतं.
I like rice.,मला भात आवडतो.
I like that.,मला तो आवडतो.
I like that.,मला ते आवडतं.
I like that.,मला ती आवडते.
I made that.,ते मी बनवलं.
I made that.,मी बनवलं ते.
I need time.,मला वेळेची गरज आहे.
I never cry.,मी कधीच रडत नाही.
I smell gas.,मला गॅसचा वास येतोय.
I trust Tom.,माझा टॉमवर विश्वास आहे.
I want more.,मला अजून हवंय.
I want more.,मला अजून हवं आहे.
I want them.,मला ते हवे आहेत.
I want them.,मला त्या हव्या आहेत.
I want them.,मला ती हवी आहेत.
I want this.,मला हे हवं आहे.
I want this.,मला हे पाहिजे.
I want time.,मला वेळ हवाय.
I was alone.,मी एकटा होतो.
I was alone.,मी एकटी होते.
I was naked.,मी नग्न होतो.
I was naked.,मी नग्न होते.
I was naked.,मी नागडा होतो.
I was naked.,मी नागडी होते.
I was stuck.,मी अडकलेलो.
I was stuck.,मी अडकलेले.
I was tired.,मी थकलेलो.
I was tired.,मी थकलेले.
"I went, too.",मी पण गेलो.
"I went, too.",मी पण गेले.
I will come.,येईन.
I will come.,मी येईन.
I will work.,मी काम करेन.
I won't lie.,मी खोटं बोलणार नाही.
I'll buy it.,मी विकत घेईन.
I'll decide.,मी ठरवेन.
I'll decide.,मी निर्णय घेईन.
I'll eat it.,मी खाईन.
I'll get by.,चालवून घेईन.
I'll get it.,मी आणतो.
I'll get it.,मी आणते.
I'll get it.,मी घेते.
I'll get it.,मी घेतो.
I'll get it.,मला मिळेल ते.
I'll get it.,मी उघडतो.
I'll get it.,मी उघडते.
I'll scream.,मी किंचाळेन.
I'm dancing.,मी नाचतोय.
I'm dancing.,मी नोचतेय.
I'm dieting.,मी डायट करतोय.
I'm dieting.,मी डायट करतेय.
I'm falling.,मी पडतोय.
I'm falling.,मी पडतेय.
I'm healthy.,मी टणटणीत आहे.
I'm healthy.,मी निरोगी आहे.
I'm in jail.,मी तुरुंगात आहे.
I'm in jail.,मी जेलमध्ये आहे.
I'm not Tom.,मी टॉम नाहीये.
I'm popular.,मी लोकप्रिय आहे.
I'm reading.,मी वाचतोय.
I'm reading.,मी वाचतेय.
I'm resting.,मी आराम करतोय.
I'm resting.,मी आराम करतेय.
I'm so full.,माझं पोट अगदी भरून गेलं आहे.
I'm stuffed.,माझं पोट भरलं आहे.
I'm talking.,मी बोलतोय.
I'm talking.,मी बोलतेय.
I'm the CEO.,मी सीईओ आहे.
I'm thirsty.,मला तहान लागली आहे.
I'm thirsty.,मी तहोनलेलो आहे.
I'm thirsty.,मी तहोनलेली आहे.
I'm too fat.,मी खूपच जाडा आहे.
I'm too fat.,मी खूपच जाडी आहे.
I'm trapped.,मी फसलोय.
I'm trapped.,मी फसलेय.
I'm unarmed.,मी निःशस्त्र आहे.
I'm useless.,मी बेकार आहे.
Is Tom dead?,टॉम मेला आहे का?
Is Tom dead?,टॉम वारला आहे का?
Is Tom safe?,टॉम सुरक्षित आहे का?
Is it Tom's?,टॉमचं आहे का?
Is it Tom's?,टॉमचा आहे का?
Is it Tom's?,टॉमची आहे का?
Is it there?,आहे का?
Is it yours?,तुझं आहे का?
Is it yours?,तुझा आहे का?
Is that all?,तेवढच का?
Is that all?,तेवढच?
Is this Tom?,हा टॉम आहे का?
Is this Tom?,टॉम का?
Is this art?,ही कला आहे का?
Is this new?,हे नवीन आहे का?
Is this new?,ही नवीन आहे का?
Is this new?,हा नवीन आहे का?
It may rain.,पाऊस पडू शकेल.
It was flat.,सपाट होतं.
It was huge.,ते विशाल होतं.
It was mine.,माझं होतं.
It was mine.,माझा होता.
It was mine.,माझी होती.
It was real.,ते खरोखरचं होतं.
It was real.,खरोखरचं होतं.
It's 50 yen.,५० येन झाले.
It's 50 yen.,५० येन आहेत.
It's 50 yen.,५० येन.
It's French.,फ्रेंच आहे.
It's Monday.,सोमवार आहे.
It's a doll.,बाहुली आहे.
It's a doll.,एक बावली आहे.
It's a doll.,ती एक बावली आहे.
It's a fish.,मासा आहे.
It's a fish.,तो मासा आहे.
It's a gift.,भेटवस्तू आहे.
It's a rule.,नियम आहे.
It's a song.,गाणं आहे.
It's a song.,असं गाणं आहे.
It's my job.,ते माझं काम आहे.
It's my job.,ती माझी नोकरी आहे.
Keep trying.,प्रयत्न चालू ठेव.
Keep trying.,प्रयत्न चालू ठेवा.
Keep trying.,प्रयत्न करत राहा.
Let me look.,मला बघू दे.
Let me look.,बघू.
Let me sing.,मला गाऊ दे.
Let me sing.,मला गाऊ द्या.
Let me talk.,मला बोलू दे.
Let me talk.,मला बोलू द्या.
Let's begin.,चला सुरुवात करू!
Let's begin.,चला सुरुवात करू या!
Let's go up.,वर जाऊ या.
Let's go up.,वरती जाऊ या.
Let's leave.,निघू या.
Let's start!,चला सुरुवात करू!
Let's start!,चला सुरुवात करू या!
Look around.,आजूबाजूला बघ.
Look around.,आजूबाजूला बघा.
Memorize it.,पाठ कर.
Money talks.,पैसा बोलतो.
No means no.,नाही म्हणजे नाही.
Nobody came.,कोणीही आलं नाही.
Nobody came.,कोणीच आलं नाही.
Nobody died.,कोणीही मेलं नाही.
Nobody lied.,कोणीही खोटं बोललं नाही.
Now you try.,आता तू करून बघ.
Now you try.,आता तुम्ही करून बघा.
Now you try.,आता तू प्रयत्न कर.
Now you try.,आता तुम्ही प्रयत्न करा.
Now you try.,आता तू प्रयत्न करून बघ.
Now you try.,आता तुम्ही प्रयत्न करून बघा.
"OK, you win.","बरं, तूच जिंकलास."
"OK, you win.","बरं, तूच जिंकलीस."
"OK, you win.","बरं, तू जिंकलास."
"OK, you win.","बरं, तू जिंकलीस."
Remember it.,लक्षात ठेव.
Remember it.,लक्षात ठेवा.
Send Tom in.,टॉमला आत पाठवा.
Send Tom in.,टॉमला आत पाठव.
She bit him.,तिने त्याला चावलं.
She bit him.,तिने त्यांना चावलं.
She bit him.,त्यांनी त्यांना चावलं.
She bit him.,त्यांनी त्याला चावलं.
She hit him.,तिने त्याला मारलं.
She hit him.,तिने त्यांना मारलं.
She hit him.,त्यांनी त्याला मारलं.
She hit him.,त्यांने त्यांना मारलं.
Stay inside.,आत रहा.
